id, isin, issuerName, maturityDate, startDate, bondDuration, couponRate, couponPeriod, high, low, last, change, yield, pieceSize, fitch, moody's, snp
324, LNAK290359, Vitz, 23-12-2024, 23-12-2015, 9, 4.589, Quaterly, 137.024, 136.243, 136.805, 5.195, 4.61, 99.544, B+, Baa1, BB
325, JMQ261, Blogpad, 07-04-2032, 07-04-2015, 17, 4.293, Semi-Annual, 100.0, 100.0, 100.0, 10.0, 4.311, 99.582, CC, Baa1, CCC-
326, EPW837210, Kazio, 01-08-2041, 01-08-2015, 26, 1.933, Semi-Annual, 137.234, 100.0, 100.0, -1.304, 1.937, 99.793, B+, Baa1, CCC-
327, SXT93441, Voonte, 04-07-2022, 04-07-2015, 7, 4.132, Annual, 232.013, 225.609, 227.274, -0.661, 4.149, 99.59, B+, Baa1, BB+
328, EZR404902, Quamba, 02-09-2047, 02-09-2015, 32, 4.095, Semi-Annual, 100.0, 125.838, 133.077, -0.722, 4.112, 99.587, B+, Baa1, BB
329, MJQ677, Wikivu, 16-02-2032, 16-02-2015, 17, 3.035, Quaterly, 211.736, 197.592, 206.361, 47.537, 3.044, 99.704, B+, Baa1, B-
330, BFNY595184, Trilia, 10-04-2046, 10-04-2015, 31, 0.839, Semi-Annual, 226.478, 220.159, 224.14, 6.563, 0.84, 99.881, B+, Baa1, BB-
331, DJFX242703, Innotype, 07-03-2022, 07-03-2015, 7, 3.007, Annual, 350.477, 349.566, 349.63, -30.56, 3.016, 99.702, A-, Baa1, BBB+
332, JDE87444, Oyonder, 01-07-2028, 01-07-2015, 13, 2.31, Annual, 166.796, 100.0, 166.568, -4.238, 2.315, 99.784, A-, Baa1, BBB+
333, HATU309896, Skinix, 19-07-2049, 19-07-2015, 34, 1.75, Annual, 348.989, 348.919, 348.983, -0.38, 1.753, 99.829, AA+, Aaa, AAA
334, JVYKM1485, Dabjam, 16-11-2020, 16-11-2015, 5, 0.791, Annual, 186.187, 175.947, 186.085, 10.0, 0.792, 99.874, AA-, A2, A
335, AXQS777832, Quinu, 08-02-2036, 08-02-2015, 21, 4.668, Annual, 257.133, 235.2, 249.456, 37.936, 4.69, 99.531, A+, A1, AA-
336, CROJH84185, Meetz, 13-04-2022, 13-04-2015, 7, 2.12, Annual, 379.991, 360.459, 365.342, 64.487, 2.124, 99.812, BBB, Baa2, BBB
337, BRCM298595, Flashspan, 26-08-2022, 26-08-2015, 7, 2.144, Annual, 430.236, 419.48, 428.3, -4.118, 2.149, 99.767, AA-, Aa2, BB
338, DFON0983, Skyndu, 04-09-2043, 04-09-2015, 28, 4.771, Semi-Annual, 257.099, 248.743, 253.172, 1.906, 4.794, 99.52, AA-, Aa2, BB
339, NHZMT1031, Devpoint, 20-09-2029, 20-09-2015, 14, 1.778, Semi-Annual, 159.579, 157.584, 158.382, -1.605, 1.781, 99.832, A-, A3, A-
340, VCSU312, Chatterbridge, 21-03-2048, 21-03-2015, 33, 3.162, Quaterly, 43.637, 42.114, 42.647, -2.585, 3.172, 99.685, BBB, Baa2, BBB+
341, FMCTS468, Zoombox, 29-01-2047, 29-01-2015, 32, 1.971, Quaterly, 39.858, 37.494, 37.896, -2.313, 1.975, 99.797, BB, B3, BB
342, ZTKW45872, Rhynyx, 24-05-2044, 24-05-2015, 29, 2.879, Quaterly, 32.348, 31.594, 31.79, 0.0, 2.887, 99.723, BBB, Baa3, BBB
343, GOHF422506, Gabtune, 04-07-2031, 04-07-2015, 16, 2.719, Semi-Annual, 37.315, 34.871, 36.02, -0.429, 2.726, 99.743, B+, Aa2, BB
344, FOWA39223, Fadeo, 30-07-2026, 30-07-2015, 11, 4.997, Quaterly, 351.093, 321.285, 326.949, -7.073, 5.022, 99.502, B+, Aa2, BB
345, BJMXL12126, Brightbean, 30-03-2039, 30-03-2015, 24, 2.994, Semi-Annual, 480.899, 469.79, 472.123, -76.963, 3.003, 99.7, BB, B3, BB
346, ONEQH022, Kazio, 30-04-2023, 30-04-2015, 8, 0.587, Quaterly, 370.904, 347.723, 355.141, 5.939, 0.587, 100, BBB, Baa3, BBB
347, JTE33096, Kwideo, 15-10-2030, 15-10-2015, 15, 2.575, Semi-Annual, 471.853, 458.735, 468.18, 80.761, 2.582, 99.729, BBB, Baa3, BBB
348, FBQ833, Gigabox, 21-01-2024, 21-01-2015, 9, 2.432, Semi-Annual, 482.609, 457.513, 481.354, -19.975, 2.438, 99.754, BB, B3, BB
349, PJQ1976, Tekfly, 13-09-2021, 13-09-2015, 6, 1.253, Quaterly, 351.047, 335.776, 350.436, 229.584, 1.255, 99.841, B+, Ba3, BB+
350, ZIQJ812059, Photobug, 27-10-2037, 27-10-2015, 22, 0.362, Quaterly, 25.72, 25.543, 25.697, 0.0, 0.362, 100, B+, Ca, CCC-
351, PNCF18918, Dabjam, 17-08-2025, 17-08-2015, 10, 1.689, Annual, 265.594, 258.476, 261.394, 35.938, 1.692, 99.823, B+, Baa1, B+
352, ITWMA661, Gabtype, 07-03-2022, 07-03-2015, 7, 1.535, Annual, 360.972, 358.987, 360.575, -10.0, 1.537, 99.87, B+, Baa1, BB
353, IUA535, Jamia, 05-03-2020, 05-03-2015, 5, 1.163, Semi-Annual, 181.077, 177.944, 181.046, 2.141, 1.164, 99.914, B+, Baa1, BB
354, ELSKG109188, Tagcat, 16-07-2043, 16-07-2015, 28, 0.278, Annual, 136.747, 135.913, 136.589, 9.51, 0.278, 100, B+, Baa1, BB-
355, NPAK87687, Jabberstorm, 30-12-2027, 30-12-2015, 12, 2.048, Semi-Annual, 363.677, 350.985, 360.504, -6.704, 2.052, 99.805, B+, Baa1, BB
356, ZKCJX940449, Kayveo, 13-01-2022, 13-01-2015, 7, 4.998, Annual, 481.255, 454.834, 477.292, -8.295, 5.023, 99.502, B+, Baa1, BB
357, UTLVI49254, Yambee, 17-01-2024, 17-01-2015, 9, 2.44, Semi-Annual, 227.102, 225.104, 225.683, 6.467, 2.446, 99.755, B+, Baa1, B-
358, YFU7169, Gigazoom, 05-07-2045, 05-07-2015, 30, 2.552, Quaterly, 252.552, 241.465, 241.687, 14.847, 2.559, 99.726, B+, Baa1, BB
359, DJEP13934, Jayo, 17-09-2018, 17-09-2015, 3, 2.078, Quaterly, 49.722, 45.67, 47.129, 3.431, 2.082, 99.808, B+, Baa1, BB
360, WHRY550444, Tagtune, 22-01-2041, 22-01-2015, 26, 0.27, Quaterly, 404.166, 375.066, 389.325, 2.858, 0.27, 100, B+, Baa1, BB
361, UBHFI9354, Twinte, 06-10-2025, 06-10-2015, 10, 3.233, Annual, 400.545, 377.153, 388.615, 36.701, 3.243, 99.692, AA+, Aaa, AAA
362, CIHW992071, Abatz, 16-05-2028, 16-05-2015, 13, 1.298, Semi-Annual, 491.078, 489.85, 490.955, -28.73, 1.3, 99.846, AA-, A1, AA+
363, OZR97593, Livepath, 25-10-2033, 25-10-2015, 18, 1.097, Quaterly, 55.666, 54.681, 55.489, -4.615, 1.098, 99.909, A-, Baa2, BBB-
364, KALCG4894, Eare, 11-02-2020, 11-02-2015, 5, 4.622, Semi-Annual, 432.898, 408.569, 413.192, 37.046, 4.643, 99.548, BBB, Baa2, BB
365, FULBX527991, Roodel, 13-01-2045, 13-01-2015, 30, 3.005, Annual, 32.144, 30.244, 31.821, 0.972, 3.014, 99.701, A, Baa1, BBB+
366, VTBA4834, Zooxo, 12-02-2031, 12-02-2015, 16, 2.49, Quaterly, 295.129, 293.122, 293.182, 71.831, 2.496, 99.76, B+, A1, BB
367, DFZS038533, Trunyx, 26-03-2047, 26-03-2015, 32, 4.962, Quaterly, 100.0, 100.0, 100.0, 7.999, 4.987, 99.499, AA+, Aaa, AAA
368, XFUVE731, Gabvine, 18-10-2035, 18-10-2015, 20, 3.994, Semi-Annual, 437.692, 417.339, 419.375, -1.061, 4.01, 99.601, A, Baa1, BBB+
369, NPRO9099, Aibox, 30-09-2047, 30-09-2015, 32, 1.686, Annual, 174.119, 169.278, 173.732, -5.642, 1.689, 99.822, B+, A3, A-
370, CBK23283, Innojam, 16-04-2046, 16-04-2015, 31, 0.453, Quaterly, 218.319, 211.049, 211.194, -1.526, 0.453, 100, A+, A2, A
371, FKHUM07498, Skyble, 08-09-2045, 08-09-2015, 30, 2.446, Semi-Annual, 345.415, 314.431, 334.261, 32.441, 2.452, 99.755, B+, Baa1, BB
372, JWQ01894, Devcast, 16-06-2027, 16-06-2015, 12, 2.274, Annual, 100.0, 100.0, 100.0, -7.397, 2.279, 99.781, B+, Ba3, BB+
373, KFLA979260, Bubblemix, 26-07-2049, 26-07-2015, 34, 0.218, Quaterly, 257.247, 239.574, 242.225, -8.964, 0.218, 100, B+, Ba3, BB+
374, MDUQJ212796, Oozz, 11-08-2030, 11-08-2015, 15, 4.573, Semi-Annual, 476.15, 444.867, 453.626, -27.707, 4.594, 99.543, B+, WR, BBR
375, IFRJY103, Jabbersphere, 11-04-2047, 11-04-2015, 32, 1.962, Annual, 300.871, 281.886, 290.999, -0.962, 1.966, 99.797, B+, Caa1, CCC
376, SNPDK61370, Eimbee, 27-11-2019, 27-11-2015, 4, 1.157, Semi-Annual, 88.493, 81.891, 86.843, 1.494, 1.158, 99.914, BB, B3, BB
377, KGMR5106, Riffwire, 05-04-2021, 05-04-2015, 6, 4.148, Annual, 134.931, 100.0, 100.0, 0.406, 4.165, 99.592, BB+, Baa3, BB+
378, ODZSN3092, Skiptube, 26-08-2033, 26-08-2015, 18, 3.676, Semi-Annual, 375.344, 359.992, 367.975, 19.493, 3.69, 99.621, B+, Ba3, BB-
379, LDFK80855, Riffpath, 27-05-2031, 27-05-2015, 16, 2.741, Quaterly, 26.81, 25.4, 25.583, -1.524, 2.749, 99.709, B+, Caa2, B-
380, AOT251, Centidel, 06-02-2050, 06-02-2015, 35, 4.036, Semi-Annual, 203.991, 193.465, 193.57, 20.666, 4.052, 99.605, BBB-, B1, BB
381, LOKQ845, Bubblebox, 27-07-2026, 27-07-2015, 11, 1.715, Annual, 170.39, 156.384, 165.068, 8.001, 1.718, 99.825, B+, Baa1, BB+
382, UIGYL55478, Photobug, 03-08-2036, 03-08-2015, 21, 3.782, Semi-Annual, 110.229, 99.526, 100.0, 18.891, 3.796, 99.631, B+, Baa1, BB
383, JYN190, Topdrive, 19-03-2022, 19-03-2015, 7, 0.581, Annual, 463.346, 447.268, 457.397, -11.554, 0.581, 100, B+, Baa1, BB
384, TDVPB08557, Rooxo, 11-10-2018, 11-10-2015, 3, 1.461, Quaterly, 417.504, 411.868, 416.151, 10.0, 1.463, 99.863, B+, Baa1, BB+
385, SADQ558, Blogspan, 12-12-2028, 12-12-2015, 13, 0.472, Semi-Annual, 221.528, 204.936, 211.075, 4.508, 0.472, 100, B+, Baa1, BB
386, GSUJL0483, Chatterpoint, 19-07-2042, 19-07-2015, 27, 0.523, Annual, 70.43, 66.338, 66.788, -1.295, 0.523, 100, B+, Baa1, BB
387, YIV2177, Meejo, 08-10-2031, 08-10-2015, 16, 1.514, Semi-Annual, 137.816, 131.559, 137.19, 7.629, 1.516, 99.868, B+, Baa1, BB-
388, QHIFN673, Tagtune, 17-07-2024, 17-07-2015, 9, 4.377, Semi-Annual, 178.699, 173.32, 173.804, -0.547, 4.396, 99.568, B+, Baa1, BB
389, JVYC067905, Vipe, 21-03-2033, 21-03-2015, 18, 1.377, Annual, 309.006, 285.676, 305.973, 66.299, 1.379, 99.855, B+, Baa1, BBB+
390, KFMVX964, Feedfish, 02-04-2039, 02-04-2015, 24, 4.445, Semi-Annual, 270.625, 245.998, 252.401, -9.395, 4.465, 99.552, B+, Baa1, BB
391, FIED2732, Meeveo, 02-05-2040, 02-05-2015, 25, 4.925, Semi-Annual, 189.94, 178.088, 181.762, 4.812, 4.949, 99.515, A+, A1, AA-
392, YHPT890, Voolia, 27-11-2040, 27-11-2015, 25, 0.601, Quaterly, 247.845, 235.453, 236.568, 41.334, 0.601, 100, BBB, Baa3, BB
393, NIBUH786260, Miboo, 17-03-2036, 17-03-2015, 21, 0.779, Annual, 338.281, 326.746, 333.551, 100.0, 0.78, 99.872, BBB-, Ba1, BBB
394, JOK301434, Einti, 22-07-2025, 22-07-2015, 10, 2.181, Semi-Annual, 222.67, 211.848, 219.099, -30.263, 2.186, 99.771, BBB-, Ba1, BBB-
395, YRAWH5082, Quinu, 14-03-2033, 14-03-2015, 18, 4.146, Annual, 324.634, 314.57, 317.891, 1.087, 4.163, 99.592, B+, Aa2, BB
396, VJGU0192, Pixonyx, 12-03-2027, 12-03-2015, 12, 2.201, Quaterly, 217.157, 201.804, 216.696, 1.095, 2.206, 99.773, B+, Baa3, BB
397, MKBAQ247, Gabspot, 24-10-2038, 24-10-2015, 23, 2.115, Annual, 191.093, 186.621, 190.914, -14.192, 2.119, 99.811, B+, Baa2, BBB
398, KJEIH3647, Pixonyx, 01-11-2036, 01-11-2015, 21, 4.772, Semi-Annual, 399.381, 398.103, 398.716, 2.964, 4.795, 99.52, A-, Baa1, BBB+
399, XAN9072, Feednation, 16-02-2032, 16-02-2015, 17, 3.522, Annual, 182.274, 178.647, 182.274, -14.235, 3.534, 99.66, B+, Aa1, AA+
400, BLY018, Camimbo, 17-10-2035, 17-10-2015, 20, 4.996, Quaterly, 100.0, 93.354, 97.939, 0.258, 5.021, 99.502, AA, Aa3, BB
401, PYI572, Mymm, 27-01-2027, 27-01-2015, 12, 0.437, Semi-Annual, 42.174, 39.935, 42.129, 1.665, 0.437, 100, B+, WR, BB
402, BIXUD85547, Innotype, 29-11-2049, 29-11-2015, 34, 2.276, Annual, 30.105, 27.657, 27.706, 3.067, 2.281, 99.781, BB, B3, BB
403, BWAK7005, Photojam, 13-01-2041, 13-01-2015, 26, 2.434, Quaterly, 17.451, 16.985, 17.185, -0.604, 2.44, 99.754, BB, B3, BB
404, ALI990, Flashspan, 20-06-2019, 20-06-2015, 4, 1.045, Semi-Annual, 239.99, 223.647, 233.78, -7.777, 1.046, 99.904, B+, Baa1, AA
405, JVBS437, Centimia, 16-05-2037, 16-05-2015, 22, 3.626, Annual, 251.37, 232.115, 245.594, -0.872, 3.639, 99.643, B+, Caa1, B
406, PENJ905233, Flipstorm, 26-01-2046, 26-01-2015, 31, 1.609, Quaterly, 405.381, 389.652, 390.281, -27.424, 1.612, 99.814, B+, Caa3, CCC
407, YTZP558382, Devcast, 14-03-2029, 14-03-2015, 14, 2.786, Semi-Annual, 323.727, 320.328, 322.707, 31.491, 2.794, 99.714, BB+, B1, BBB-
408, KIQGF041497, Skajo, 07-11-2042, 07-11-2015, 27, 0.09, Semi-Annual, 353.288, 346.682, 349.588, 6.945, 0.09, 100, B+, Ba2, BB+
409, HKP0172, Divavu, 21-09-2018, 21-09-2015, 3, 3.347, Quaterly, 375.078, 346.422, 373.072, 0.557, 3.358, 99.672, BB+, Ba1, BB+
410, JHAT02857, Avaveo, 23-02-2026, 23-02-2015, 11, 2.972, Annual, 162.154, 156.025, 159.457, 0.341, 2.981, 99.698, BB, B3, BB
411, CXEB158203, Twiyo, 04-02-2042, 04-02-2015, 27, 0.136, Semi-Annual, 471.804, 467.982, 471.116, -21.612, 0.136, 100, B+, Baa1, B+
412, OWRU648845, Abatz, 16-12-2038, 16-12-2015, 23, 4.949, Annual, 348.43, 316.096, 324.179, -3.944, 4.973, 99.517, B+, Baa1, BB
413, MEC7589, Zooveo, 21-07-2032, 21-07-2015, 17, 1.221, Quaterly, 326.752, 324.89, 325.094, 8.249, 1.222, 99.918, B+, Baa1, BB
414, EFWJC26219, Zoonder, 01-02-2021, 01-02-2015, 6, 1.912, Annual, 211.237, 200.02, 207.199, -22.268, 1.916, 99.791, B+, Baa1, BB
415, SKJBM647, Eabox, 07-10-2033, 07-10-2015, 18, 3.999, Semi-Annual, 183.892, 178.449, 181.279, -4.386, 4.015, 99.601, B+, Caa3, D
416, DPSBE0144, Rhynyx, 13-10-2037, 13-10-2015, 22, 4.26, Annual, 87.091, 79.314, 80.791, -8.953, 4.278, 99.579, B+, Baa1, BB
417, YOWL66154, Roodel, 15-07-2044, 15-07-2015, 29, 3.171, Quaterly, 190.01, 179.103, 189.137, 12.427, 3.181, 99.686, B+, Baa1, B-
418, UOIEY983, Livefish, 01-05-2028, 01-05-2015, 13, 1.757, Annual, 238.345, 233.149, 233.617, -31.735, 1.76, 99.83, BB, B2, BB
419, OQT115, Edgepulse, 25-01-2037, 25-01-2015, 22, 4.207, Semi-Annual, 170.488, 159.867, 170.488, -5.816, 4.225, 99.574, B+, Baa1, BB
420, SADF75967, Roomm, 23-12-2036, 23-12-2015, 21, 4.8, Annual, 363.868, 361.721, 363.847, 1.576, 4.823, 99.523, B+, Baa1, BB
421, VYRFS955668, Shufflebeat, 02-02-2046, 02-02-2015, 31, 2.529, Quaterly, 114.916, 100.0, 100.0, 2.76, 2.535, 99.763, A, A3, BB
422, SLQ5724, Twitternation, 31-05-2047, 31-05-2015, 32, 0.635, Semi-Annual, 433.18, 431.794, 432.334, -0.186, 0.635, 100, AA+, Aaa, AAA
423, GMF102748, Voomm, 28-03-2046, 28-03-2015, 31, 2.429, Annual, 339.728, 314.86, 327.791, -2.466, 2.435, 99.754, AA-, A2, A
424, NPBI849, Tagcat, 30-04-2035, 30-04-2015, 20, 2.589, Quaterly, 189.289, 187.15, 188.177, -18.29, 2.596, 99.73, B+, Aa2, BB
425, SUWD0178, Lajo, 14-01-2046, 14-01-2015, 31, 3.718, Annual, 337.703, 321.223, 330.452, -0.892, 3.732, 99.625, AA-, A1, AA+
426, LJW81010, Voomm, 07-03-2032, 07-03-2015, 17, 0.445, Semi-Annual, 284.614, 279.776, 282.824, 0.397, 0.445, 100, BBB, Baa3, BB
427, TUMCX25728, Bluejam, 27-08-2043, 27-08-2015, 28, 0.695, Annual, 332.915, 300.422, 319.918, -56.18, 0.695, 100, BBB-, Ba1, BBB-
428, VEGAT056, Brainverse, 12-01-2035, 12-01-2015, 20, 1.61, Quaterly, 18.281, 16.488, 18.245, 0.758, 1.613, 99.814, AA, Aa2, BB
429, WYLD73920, Muxo, 27-01-2022, 27-01-2015, 7, 0.646, Annual, 345.808, 340.344, 343.459, -9.556, 0.646, 100, A+, A3, A-
430, JVDXM693748, Wikibox, 03-03-2024, 03-03-2015, 9, 2.193, Semi-Annual, 165.179, 152.345, 162.74, 0.353, 2.198, 99.773, A+, A2, BB
431, EQW1393, Trupe, 13-04-2048, 13-04-2015, 33, 0.207, Annual, 410.131, 385.564, 401.778, -10.0, 0.207, 100, BB, B3, BB
432, GLMJP943, Bluejam, 16-07-2020, 16-07-2015, 5, 3.743, Semi-Annual, 185.82, 182.512, 184.001, 8.894, 3.757, 99.627, B+, Ba2, BB
433, DAEL511829, Kare, 23-04-2048, 23-04-2015, 33, 1.805, Annual, 435.678, 429.579, 432.567, -22.073, 1.808, 99.834, B+, Caa1, CCC+
434, FVCP205, Feednation, 06-04-2033, 06-04-2015, 18, 3.995, Semi-Annual, 62.936, 59.852, 61.055, 13.038, 4.011, 99.601, BB, B3, BB
435, FTX004, Eare, 11-08-2039, 11-08-2015, 24, 3.952, Quaterly, 233.101, 210.84, 227.758, -17.153, 3.968, 99.597, B+, Caa2, CCC
436, PBZK16837, Meejo, 12-09-2046, 12-09-2015, 31, 0.272, Quaterly, 462.488, 442.647, 444.235, 13.686, 0.272, 100, B-, Caa1, BB
437, MFL875, Oyondu, 12-05-2036, 12-05-2015, 21, 3.137, Semi-Annual, 471.995, 444.336, 461.485, 27.047, 3.147, 99.682, WD, WR, BB
438, DACRV626, Mynte, 01-10-2022, 01-10-2015, 7, 3.993, Quaterly, 70.424, 67.262, 68.653, -1.632, 4.009, 99.601, B-, Caa1, BB
439, DPCF2106, Meembee, 12-07-2044, 12-07-2015, 29, 4.468, Semi-Annual, 211.838, 199.128, 208.025, -7.974, 4.488, 99.554, BB, B3, BB
440, NCJQ8783, Ozu, 06-05-2033, 06-05-2015, 18, 4.341, Annual, 51.211, 47.042, 47.501, -0.385, 4.36, 99.564, B-, Caa1, BB
441, RYDWG001, Agimba, 07-06-2032, 07-06-2015, 17, 0.99, Annual, 162.887, 153.163, 161.039, 0.518, 0.991, 99.899, B+, Baa1, BB
442, EFG122, Voomm, 29-03-2050, 29-03-2015, 35, 0.693, Semi-Annual, 408.585, 387.502, 397.2, -3.892, 0.693, 100, B+, Baa1, BB-
443, UGOI585551, Fliptune, 21-02-2049, 21-02-2015, 34, 3.567, Annual, 398.595, 371.969, 398.062, -7.678, 3.58, 99.637, B+, Baa1, BB
444, NSFW365561, Browsedrive, 15-07-2030, 15-07-2015, 15, 3.761, Semi-Annual, 46.327, 43.024, 46.228, 0.214, 3.775, 99.629, B+, Baa1, BB
445, AFE82121, Mynte, 28-06-2033, 28-06-2015, 18, 0.684, Annual, 152.546, 148.504, 150.484, 8.836, 0.684, 100, BB+, Ba2, BB+
446, OBY1377, Quamba, 23-06-2024, 23-06-2015, 9, 0.81, Semi-Annual, 463.048, 450.916, 462.199, 25.525, 0.811, 99.877, B+, Baa1, BB
447, YFLQ52028, Skyba, 19-11-2038, 19-11-2015, 23, 1.081, Annual, 82.939, 80.575, 81.781, -0.253, 1.082, 99.908, B+, Baa1, BB
448, UMF33910, Thoughtbeat, 05-10-2042, 05-10-2015, 27, 1.543, Semi-Annual, 362.309, 328.035, 331.462, -3.243, 1.545, 99.871, B+, Baa1, B+
449, XPLJT970345, Divanoodle, 09-04-2031, 09-04-2015, 16, 1.872, Annual, 200.553, 191.207, 198.59, -4.061, 1.876, 99.787, B+, Baa1, B-
450, AKCX6243, Twimm, 14-03-2023, 14-03-2015, 8, 2.265, Semi-Annual, 415.296, 385.229, 404.171, 39.832, 2.27, 99.78, B+, Baa1, BB
451, ZFC3871, Katz, 27-02-2031, 27-02-2015, 16, 0.286, Annual, 421.883, 402.35, 412.702, 38.932, 0.286, 100, BBB, Baa3, BB
452, EVKBJ977736, Zoomdog, 07-12-2045, 07-12-2015, 30, 2.342, Semi-Annual, 341.308, 338.646, 338.832, 10.0, 2.347, 99.787, AA+, Aaa, AAA
453, DPZJ2589, Thoughtbridge, 11-07-2025, 11-07-2015, 10, 4.833, Quaterly, 155.449, 141.023, 152.708, 6.258, 4.856, 99.526, BBB-, Baa3, BB
454, YKHCX5210, Jabberbean, 13-05-2019, 13-05-2015, 4, 2.204, Semi-Annual, 100.0, 100.0, 100.0, 1.07, 2.209, 99.774, AA+, Aaa, AAA
455, XVP960, Dabtype, 23-08-2043, 23-08-2015, 28, 0.472, Quaterly, 228.505, 223.318, 224.044, 1.744, 0.472, 100, BBB+, Baa1, BBB+
456, IEH50636, Oozz, 01-02-2035, 01-02-2015, 20, 2.44, Annual, 204.532, 187.392, 201.618, -4.737, 2.446, 99.755, BBB+, Baa3, BB
457, QAH182701, Realfire, 25-05-2029, 25-05-2015, 14, 2.669, Quaterly, 73.926, 70.415, 71.854, 3.884, 2.676, 99.738, A-, Baa3, BBB
458, DGR227, Demimbu, 01-12-2019, 01-12-2015, 4, 4.229, Semi-Annual, 295.193, 279.518, 288.766, -6.455, 4.247, 99.576, A-, Baa2, A-
459, BCA050, Thoughtstorm, 07-05-2029, 07-05-2015, 14, 4.341, Quaterly, 496.26, 460.281, 475.392, 1.833, 4.36, 99.564, BBB, Baa2, BB
460, ZFA61054, Mydeo, 12-05-2035, 12-05-2015, 20, 3.15, Semi-Annual, 181.607, 170.801, 173.071, -4.467, 3.16, 99.684, WD, Baa1, BBB+
461, YODJK810838, Tambee, 14-04-2049, 14-04-2015, 34, 0.039, Semi-Annual, 302.722, 280.532, 288.521, -2.879, 0.039, 100, BBB+, Baa1, BBB+
462, JDOX1837, Zoomcast, 23-07-2047, 23-07-2015, 32, 2.641, Quaterly, 235.808, 230.667, 231.747, -4.432, 2.648, 99.736, BBB+, Baa1, BBB+
463, YVX346495, Jabbersphere, 20-02-2038, 20-02-2015, 23, 0.809, Annual, 347.816, 331.677, 334.26, 0.101, 0.81, 99.877, B-, Caa3, D
464, SAZ271390, Zooxo, 29-06-2027, 29-06-2015, 12, 2.88, Semi-Annual, 477.207, 450.865, 452.446, -18.231, 2.888, 99.723, BBB+, Baa1, BBB+
465, JYH12611, Devshare, 02-02-2026, 02-02-2015, 11, 1.682, Semi-Annual, 124.46, 100.0, 100.0, 2.714, 1.685, 99.822, B+, Caa2, BB
466, SHUFZ262485, Feedfish, 04-07-2022, 04-07-2015, 7, 2.879, Annual, 190.205, 180.847, 185.058, 5.883, 2.887, 99.723, BB, B3, BB
467, NVKSY5675, Cogidoo, 29-06-2039, 29-06-2015, 24, 3.147, Annual, 347.797, 313.087, 341.202, 1.453, 3.157, 99.683, BB, B3, BB
468, WHE621104, Browsecat, 07-04-2035, 07-04-2015, 20, 3.518, Annual, 433.351, 407.783, 432.584, 18.31, 3.53, 99.66, BB+, Ba1, BBB-
469, ZTV90329, Cogilith, 18-05-2048, 18-05-2015, 33, 0.26, Annual, 54.923, 53.094, 53.606, 38.306, 0.26, 100, BB, B3, BB
470, USZR383, Devify, 29-03-2040, 29-03-2015, 25, 0.493, Annual, 100.0, 100.0, 100.0, -0.085, 0.493, 100, B+, B1, B+
471, EPHB701611, Fivebridge, 18-04-2036, 18-04-2015, 21, 3.43, Quaterly, 340.142, 325.686, 326.264, 0.813, 3.442, 99.651, B+, Baa1, CCC-
472, LFDVI962141, Tagopia, 24-09-2034, 24-09-2015, 19, 3.826, Semi-Annual, 40.023, 36.289, 37.82, -2.834, 3.841, 99.609, B+, Baa1, BB
473, NJDTZ675487, Zoomlounge, 26-11-2033, 26-11-2015, 18, 3.799, Annual, 285.8, 271.853, 284.266, -6.039, 3.813, 99.633, BB+, Baa3, BBB
474, TWZR57508, Vimbo, 26-09-2034, 26-09-2015, 19, 3.803, Quaterly, 259.87, 237.599, 243.167, 1.905, 3.817, 99.633, B+, Baa1, BB+
475, JLXI8133, Skinix, 10-02-2026, 10-02-2015, 11, 4.64, Semi-Annual, 331.226, 304.264, 315.319, 2.186, 4.662, 99.528, B+, Baa1, BB
476, ZSV261, Wikido, 25-02-2031, 25-02-2015, 16, 4.632, Annual, 131.1, 100.0, 129.805, 36.701, 4.653, 99.549, B+, Baa1, BB
477, LJZ297457, Topdrive, 27-10-2039, 27-10-2015, 24, 4.619, Quaterly, 324.202, 303.907, 321.767, 7.544, 4.64, 99.547, B+, Baa1, BB+
478, SEFR99056, Aibox, 28-05-2029, 28-05-2015, 14, 2.301, Annual, 310.052, 280.039, 300.148, 16.58, 2.306, 99.783, B+, Baa1, B+
479, DULPG013455, Flashspan, 21-02-2041, 21-02-2015, 26, 1.998, Annual, 475.825, 457.506, 459.521, 2.035, 2.002, 99.8, A, A2, A
480, XBGFQ8372, Edgepulse, 18-05-2035, 18-05-2015, 20, 4.533, Semi-Annual, 459.462, 436.397, 451.62, 23.021, 4.554, 99.539, B+, Baa1, BB
481, IZCBP1587, Oyoyo, 05-03-2028, 05-03-2015, 13, 2.258, Annual, 80.714, 73.07, 75.822, 0.625, 2.263, 99.779, BBB, Baa1, A
482, GTQ44159, Flashspan, 24-10-2037, 24-10-2015, 22, 4.877, Quaterly, 202.08, 194.785, 201.278, -11.809, 4.901, 99.51, BBB+, Baa3, BB
483, OMB492, Skinix, 31-07-2042, 31-07-2015, 27, 3.424, Annual, 71.794, 66.043, 71.046, 0.469, 3.436, 99.651, BBB-, Ba1, BBB-
484, FOCV9872, Dazzlesphere, 10-11-2036, 10-11-2015, 21, 4.809, Quaterly, 129.049, 125.539, 125.785, 2.81, 4.832, 99.524, BBB, Baa2, BB
485, IXSC4106, Twimbo, 19-08-2045, 19-08-2015, 30, 2.364, Semi-Annual, 413.734, 409.348, 412.111, 18.727, 2.37, 99.747, A, A3, BBB+
